,Neurons,Train,Test
0,5.0,53.63575717144763,52.617801047120416
1,10.0,51.834556370913944,50.26178010471204
2,50.0,56.70446964643096,53.141361256544506
3,100.0,58.30553702468312,48.167539267015705
4,300.0,60.77384923282189,53.92670157068062
